Time,LeftVelocityCommand,RightVelocityCommand,LeftActualVelocity,RightActualVelocity,LeftLeadAppliedOutput,LeftFollowAppliedOutput,RightLeadAppliedOutput,RightFollowAppliedOutput,LeftLeadVoltage,LeftFollowVoltage,RightLeadVoltage,RightFollowVoltage,LeftLeadCurrent,LeftFollowCurrent,RightLeadCurrent,RightFollowCurrent
0.000457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.265625,11.312500,11.343750,0.000000,0.000000,0.000000,0.000000,
0.020147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.273438,11.320312,11.343750,0.000000,0.000000,0.000000,0.000000,
0.039941,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.289062,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.059986,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.289062,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.079983,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.100018,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.507812,11.281250,11.320312,11.343750,0.000000,0.000000,0.000000,0.000000,
0.119983,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.289062,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.139994,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.159979,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.180011,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.200001,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.219988,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.239980,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.259993,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.280026,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.273438,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.299975,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.320513,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.343750,0.000000,0.000000,0.000000,0.000000,
0.340085,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.289062,11.328125,11.351562,0.000000,0.000000,0.000000,0.000000,
0.360071,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.273438,11.328125,11.351562,0.000000,0.000000,0.000000,0.000000,
0.380232,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.289062,11.328125,11.359375,0.000000,0.000000,0.000000,0.000000,
0.399988,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.328125,11.351562,0.000000,0.000000,0.000000,0.000000,
0.420001,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.289062,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.440021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.289062,11.328125,11.351562,0.000000,0.000000,0.000000,0.000000,
0.460014,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.281250,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.480025,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.499999,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.519945,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.540233,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.507812,11.273438,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.560006,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.343750,0.000000,0.000000,0.000000,0.000000,
0.580042,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.600015,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.620057,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.507812,11.281250,11.312500,11.343750,0.000000,0.000000,0.000000,0.000000,
0.640084,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.659968,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.680164,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.273438,11.328125,11.359375,0.000000,0.000000,0.000000,0.000000,
0.700034,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.273438,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.720075,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.312500,11.351562,0.000000,0.000000,0.000000,0.000000,
0.740045,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.289062,11.328125,11.351562,0.000000,0.000000,0.000000,0.000000,
0.760347,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.780075,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.273438,11.328125,11.351562,0.000000,0.000000,0.000000,0.000000,
0.799998,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.289062,11.328125,11.359375,0.000000,0.000000,0.000000,0.000000,
0.819998,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.523438,11.281250,11.312500,11.343750,0.000000,0.000000,0.000000,0.000000,
0.840241,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.343750,0.000000,0.000000,0.000000,0.000000,
0.860168,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.359375,0.000000,0.000000,0.000000,0.000000,
0.880155,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.281250,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.899960,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.273438,11.320312,11.351562,0.000000,0.000000,0.000000,0.000000,
0.920080,0.358361,0.358361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.515625,11.289062,11.320312,11.343750,0.000000,0.000000,0.000000,0.000000,
0.940121,4.464009,4.464009,0.000000,0.000000,0.030000,0.014985,0.014985,0.000000,11.460938,11.218750,11.265625,11.257812,0.000000,0.000000,0.000000,0.000000,
0.959998,5.000000,5.000000,0.000000,0.000000,0.059999,0.044984,0.044984,0.030000,11.398438,11.226562,11.179688,11.195312,0.000000,0.000000,0.000000,0.000000,
0.980300,5.000000,5.000000,0.100571,0.000000,0.079928,0.064913,0.074984,0.059999,11.421875,11.210938,11.132812,11.257812,0.000000,0.000000,0.062500,0.000000,
1.000016,5.000000,5.000000,0.100571,0.150857,0.109928,0.094913,0.089908,0.074892,11.023438,11.007812,10.710938,10.804688,20.593750,0.000000,20.656250,22.156250,
1.020093,5.000000,5.000000,0.276571,0.251428,0.122318,0.107334,0.109836,0.104892,10.351562,10.156250,10.093750,10.164062,30.906250,31.312500,31.906250,31.656250,
1.040289,5.000000,5.000000,0.351999,0.251428,0.144780,0.137333,0.139836,0.124851,10.039062,9.875000,9.890625,9.945312,33.031250,32.312500,28.781250,30.437500,
1.060113,5.000000,5.000000,0.351999,0.351999,0.174780,0.159795,0.159795,0.144780,9.976562,9.703125,9.781250,9.820312,32.093750,33.406250,30.125000,32.406250,
1.079966,5.000000,5.000000,0.452570,0.502856,0.194739,0.179724,0.189795,0.174780,9.640625,9.531250,9.625000,9.617188,35.062500,34.312500,22.031250,34.687500,
1.100098,5.000000,5.000000,0.452570,0.502856,0.207129,0.209723,0.204688,0.189703,9.570312,9.554688,9.460938,9.523438,35.593750,26.000000,27.312500,33.531250,
1.120045,5.000000,5.000000,0.628570,0.703998,0.237129,0.222114,0.214576,0.219703,9.445312,9.382812,9.601562,9.570312,33.156250,38.343750,28.593750,31.343750,
1.140821,5.000000,5.000000,0.854855,0.955426,0.244514,0.229499,0.244575,0.229591,9.484375,9.468750,9.437500,9.445312,34.437500,32.843750,29.281250,34.250000,
