Time,LeftVelocityCommand,RightVelocityCommand,LeftActualVelocity,RightActualVelocity,LeftLeadAppliedOutput,LeftFollowAppliedOutput,RightLeadAppliedOutput,RightFollowAppliedOutput,LeftLeadVoltage,LeftFollowVoltage,RightLeadVoltage,RightFollowVoltage,LeftLeadCurrent,LeftFollowCurrent,RightLeadCurrent,RightFollowCurrent
0.000292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.020084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.218750,12.273438,12.335938,0.000000,0.000000,0.000000,0.000000,
0.040163,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.060240,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.218750,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.080327,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.226562,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.100357,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.226562,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.120073,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.140213,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.265625,12.328125,0.000000,0.000000,0.000000,0.000000,
0.160024,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.265625,12.343750,0.000000,0.000000,0.000000,0.000000,
0.180239,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.226562,12.273438,12.343750,0.000000,0.000000,0.000000,0.000000,
0.200080,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.218750,12.257812,12.335938,0.000000,0.000000,0.000000,0.000000,
0.220192,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.273438,12.343750,0.000000,0.000000,0.000000,0.000000,
0.240131,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.226562,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.260180,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.226562,12.265625,12.343750,0.000000,0.000000,0.000000,0.000000,
0.280125,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.218750,12.265625,12.343750,0.000000,0.000000,0.000000,0.000000,
0.300095,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.226562,12.265625,12.343750,0.000000,0.000000,0.000000,0.000000,
0.320062,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.226562,12.273438,12.335938,0.000000,0.000000,0.000000,0.000000,
0.340126,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.218750,12.273438,12.335938,0.000000,0.000000,0.000000,0.000000,
0.360206,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.273438,12.328125,0.000000,0.000000,0.000000,0.000000,
0.379999,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.226562,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.400366,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.468750,12.218750,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.420195,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.218750,12.273438,12.343750,0.000000,0.000000,0.000000,0.000000,
0.440101,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.226562,12.273438,12.335938,0.000000,0.000000,0.000000,0.000000,
0.460086,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
0.480043,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.234375,12.281250,12.335938,0.000000,0.000000,0.000000,0.000000,
0.500267,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.226562,12.265625,12.351562,0.000000,0.000000,0.000000,0.000000,
0.520244,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.484375,12.226562,12.273438,12.335938,0.000000,0.000000,0.000000,0.000000,
0.540300,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.476562,12.218750,12.265625,12.335938,0.000000,0.000000,0.000000,0.000000,
