Time,TargetLocked,VisionDriveActive,Distance,DistanceError,AngleError,AngleError_DB,Speed,Omega
0.000749,1,0,4.716986,5.283014,23.442085,23.442085,0.000000,0.000000
0.020508,1,0,4.792239,5.207761,23.218964,23.218964,0.000000,0.000000
0.040720,1,0,4.806442,5.193558,23.466667,23.466667,0.000000,0.000000
0.060531,1,0,4.810159,5.189841,23.531189,23.531189,0.000000,0.000000
0.080421,1,0,4.341545,5.658455,24.301735,24.301735,0.000000,0.000000
0.100522,1,0,4.837128,5.162872,23.607063,23.607063,0.000000,0.000000
0.120591,1,0,4.793266,5.206734,23.236885,23.236885,0.000000,0.000000
0.141276,1,0,4.593848,5.406152,24.101540,24.101540,0.000000,0.000000
0.160508,1,0,4.559819,5.440181,23.679565,23.679565,0.000000,0.000000
0.180691,1,0,4.549558,5.450442,24.038109,24.038109,0.000000,0.000000
0.200408,1,0,4.725740,5.274260,23.404198,23.404198,0.000000,0.000000
0.220487,1,0,4.807468,5.192532,23.484520,23.484520,0.000000,0.000000
0.240395,1,0,4.738854,5.261146,23.669579,23.669579,0.000000,0.000000
0.260567,1,0,4.740266,5.259734,23.691582,23.691582,0.000000,0.000000
0.280449,1,0,4.800046,5.199954,23.355316,23.355316,0.000000,0.000000
0.300776,1,0,4.837484,5.162516,23.777786,23.777786,0.000000,0.000000
0.320414,1,0,4.799395,5.200605,23.031197,23.031197,0.000000,0.000000
0.340568,1,0,4.837365,5.162635,23.784462,23.784462,0.000000,0.000000
0.360496,1,0,4.591002,5.408998,23.867012,23.867012,0.000000,0.000000
0.380337,1,0,4.839303,5.160697,23.831871,23.831871,0.000000,0.000000
0.400407,1,0,4.807468,5.192532,23.484520,23.484520,0.000000,0.000000
0.420348,1,0,4.810159,5.189841,23.531189,23.531189,0.000000,0.000000
0.440370,1,0,4.807468,5.192532,23.484520,23.484520,0.000000,0.000000
0.460553,1,0,4.720973,5.279027,23.759453,23.759453,0.000000,0.000000
0.480430,1,0,4.807468,5.192532,23.484520,23.484520,0.000000,0.000000
