Time,TargetLocked,VisionDriveActive,Distance,DistanceError,AngleError,AngleError_DB,Speed,Omega
0.000135,1,0,22.036249,-12.036249,-5.159042,-5.159042,0.000000,0.000000
0.019976,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.039956,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.060013,1,0,22.036249,-12.036249,-5.159042,-5.159042,0.000000,0.000000
0.080063,1,0,22.479155,-12.479155,-4.690536,-4.690536,0.000000,0.000000
0.099992,1,0,22.036249,-12.036249,-5.159042,-5.159042,0.000000,0.000000
0.119991,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.140002,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.160007,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.179991,1,0,22.487301,-12.487301,-4.629730,-4.629730,0.000000,0.000000
0.200045,1,0,22.491307,-12.491307,-4.814384,-4.814384,0.000000,0.000000
0.219915,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.239964,1,0,22.837879,-12.837879,-4.762054,-4.762054,0.000000,0.000000
0.260055,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.279953,1,0,22.766963,-12.766963,-4.909981,-4.909981,0.000000,0.000000
0.299965,1,0,22.766963,-12.766963,-4.909981,-4.909981,0.000000,0.000000
0.320030,1,0,22.766963,-12.766963,-4.706337,-4.706337,0.000000,0.000000
0.340060,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.359945,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.380028,1,0,22.488133,-12.488133,-4.506081,-4.506081,0.000000,0.000000
0.399995,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.420003,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.440435,1,0,22.639894,-12.639894,-3.925507,-3.925507,0.000000,0.000000
0.460101,1,0,22.639894,-12.639894,-3.925507,-3.925507,0.000000,0.000000
0.480019,1,0,21.576878,-11.576878,-4.400650,-4.400650,0.000000,0.000000
0.500043,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.520052,1,0,21.060355,-11.060355,-4.448112,-4.448112,0.000000,0.000000
0.540304,1,0,20.786874,-10.786874,-4.094711,-4.094711,0.000000,0.000000
0.560435,1,0,20.901603,-10.901603,-3.950165,-3.950165,0.000000,0.000000
0.579957,1,0,21.272938,-11.272938,-3.679420,-3.679420,0.000000,0.000000
0.600008,1,0,21.060355,-11.060355,-4.040184,-4.040184,0.000000,0.000000
0.620007,1,0,21.052934,-11.052934,-3.844498,-3.844498,0.000000,0.000000
0.640715,1,0,19.306499,-9.306499,-4.040184,-4.040184,0.000000,0.000000
0.660211,1,0,17.531353,-7.531353,-4.154953,-4.154953,0.000000,0.000000
0.679957,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.699979,1,0,16.417488,-6.417488,-4.040184,-4.040184,0.000000,0.000000
0.720063,1,0,15.997948,-5.997948,-3.945221,-3.945221,0.000000,0.000000
0.739997,1,0,15.499266,-5.499266,-4.152122,-4.152122,0.000000,0.000000
0.760242,1,0,15.370575,-5.370575,-4.202736,-4.202736,0.000000,0.000000
0.779945,1,0,15.427627,-5.427627,-4.094711,-4.094711,0.000000,0.000000
0.799957,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.820013,1,0,15.665624,-5.665624,-4.406876,-4.406876,0.000000,0.000000
0.840031,1,0,17.798030,-7.798030,-4.176689,-4.176689,0.000000,0.000000
0.860383,1,0,19.858910,-9.858910,-4.966957,-4.966957,0.000000,0.000000
0.879970,1,0,21.255189,-11.255189,-5.011757,-5.011757,0.000000,0.000000
0.900141,1,0,22.941947,-12.941947,-4.151306,-4.151306,0.000000,0.000000
0.919974,1,0,22.845091,-12.845091,-5.220749,-5.220749,0.000000,0.000000
0.940065,1,0,23.309927,-13.309927,-5.316895,-5.316895,0.000000,0.000000
0.959998,1,0,23.309927,-13.309927,-5.621719,-5.621719,0.000000,0.000000
0.980001,1,0,23.309927,-13.309927,-5.723259,-5.723259,0.000000,0.000000
1.000117,1,0,23.912703,-13.912703,-5.519135,-5.519135,0.000000,0.000000
1.019956,1,0,23.489197,-13.489197,-5.071404,-5.071404,0.000000,0.000000
1.039981,1,0,23.489197,-13.489197,-5.071404,-5.071404,0.000000,0.000000
1.060039,1,0,21.906456,-11.906456,-5.723259,-5.723259,0.000000,0.000000
1.080013,1,0,20.960311,-10.960311,-5.581703,-5.581703,0.000000,0.000000
1.100005,1,0,20.104078,-10.104078,-4.757706,-4.757706,0.000000,0.000000
1.120162,1,0,19.026456,-9.026456,-5.574272,-5.574272,0.000000,0.000000
1.140040,1,0,17.615629,-7.615629,-6.121216,-6.121216,0.000000,0.000000
1.159977,1,0,17.066375,-7.066375,-5.473816,-5.473816,0.000000,0.000000
1.180013,1,0,16.316073,-6.316073,-5.356499,-5.356499,0.000000,0.000000
1.199958,1,0,15.622938,-5.622938,-5.723259,-5.723259,0.000000,0.000000
1.220021,1,0,15.795715,-5.795715,-6.075165,-6.075165,0.000000,0.000000
1.240214,1,0,16.024841,-6.024841,-5.926231,-5.926231,0.000000,0.000000
1.260009,1,0,15.468298,-5.468298,-6.240700,-6.240700,0.000000,0.000000
1.280047,1,0,16.127738,-6.127738,-6.433006,-6.433006,0.000000,0.000000
1.300001,1,0,16.202498,-6.202498,-6.690399,-6.690399,0.000000,0.000000
1.320048,1,0,16.518777,-6.518777,-6.792923,-6.792923,0.000000,0.000000
1.340013,1,0,17.072583,-7.072583,-7.891273,-7.891273,0.000000,0.000000
1.360158,1,0,17.444946,-7.444946,-8.749992,-8.749992,0.000000,0.000000
1.379972,1,0,18.213461,-8.213461,-8.494202,-8.494202,0.000000,0.000000
1.400201,1,0,17.247373,-7.247373,-10.931625,-10.931625,0.000000,0.000000
1.419978,1,0,17.254827,-7.254827,-11.277130,-11.277130,0.000000,0.000000
1.439988,1,0,16.864127,-6.864127,-14.578255,-14.578255,0.000000,0.000000
1.459985,1,0,16.688584,-6.688584,-16.579353,-16.579353,0.000000,0.000000
1.480023,1,0,16.850638,-6.850638,-17.771179,-17.771179,0.000000,0.000000
1.500117,1,0,16.956939,-6.956939,-20.197952,-20.197952,0.000000,0.000000
1.520092,1,0,16.195372,-6.195372,-22.609085,-22.609085,0.000000,0.000000
1.540026,1,0,16.184947,-6.184947,-26.729172,-26.729172,0.000000,0.000000
1.559935,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.579915,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.599993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.620016,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.639930,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.659923,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.680013,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.699961,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.719955,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.739976,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.759992,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.779922,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.799968,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.819925,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.839913,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.860048,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.880005,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.899936,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.920045,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.939921,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.959925,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.979971,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.999932,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
