Time,TargetLocked,VisionDriveActive,Distance,DistanceError,AngleError,AngleError_DB,Speed,Omega
0.004171,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.022668,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.042506,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.062481,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.084101,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.102828,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.122810,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.142846,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.162623,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.182490,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.203082,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.223094,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.242605,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.263918,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.282712,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.303631,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.322634,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.342816,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.362760,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.382820,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.404008,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.422705,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.442752,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.462837,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.485259,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.502886,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.522853,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.542777,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.562787,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.582667,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.602503,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.622673,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.643153,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.662624,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.682805,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.706336,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.722614,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.742860,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.762600,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.782663,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.803036,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.824049,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.842592,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.862622,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.882589,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.904025,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.922699,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.942595,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.962658,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.984001,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.002868,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.022966,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.042686,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.062644,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.082866,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.102656,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.122806,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.144426,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.162774,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.182748,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.202719,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.222779,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.243075,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.262805,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.282835,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.302794,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.322849,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.342609,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.362608,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.382664,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.402909,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.422674,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.442665,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.462662,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.482847,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.502608,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.522837,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.542813,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.562773,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.582768,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.602790,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.622668,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.642640,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.662722,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.682660,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.702955,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.722893,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.742799,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.762705,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.782719,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.802598,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.822875,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.842779,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.863983,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.882794,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.902726,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.922777,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.942734,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.962760,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.982655,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.002735,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.023950,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.044442,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.062781,1,0,2.191509,7.808491,28.911999,28.911999,0.000000,0.000000
2.082781,1,0,2.252262,7.747738,29.021877,29.021877,0.000000,0.000000
2.102641,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.122660,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.142790,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.162752,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.182786,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.202722,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.222814,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.242649,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.262938,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.282824,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.302825,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.322805,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.342732,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.362751,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
