Time,TargetLocked,VisionDriveActive,Distance,DistanceError,AngleError,AngleError_DB,Speed,Omega
0.000709,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020502,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040840,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.060346,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.080558,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100359,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.120429,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.140827,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.160517,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180398,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200410,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.220397,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.240316,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260630,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.280400,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.300368,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.320424,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.340911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.360426,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.380389,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400427,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.420469,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.440673,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.460486,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.480393,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.500543,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.520479,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.540326,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.560415,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.580578,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.600442,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.620545,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.640649,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.660477,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.680394,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.700805,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.720452,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.740764,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.760335,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.780406,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800482,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.820382,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.840370,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.860706,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.880491,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.900414,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.920580,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.940457,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.960614,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.980479,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000378,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.020392,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.040392,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.060509,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.080580,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.100484,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.120448,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.140361,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.160349,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.180478,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.200433,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.220436,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.240357,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.260458,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.280379,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
