Time,TargetLocked,VisionDriveActive,Distance,DistanceError,AngleError,AngleError_DB,Speed,Omega
0.000718,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.020234,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.040155,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.060193,1,0,13.484150,-3.484150,-3.245377,-3.245377,0.000000,0.000000
0.080202,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.100232,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.120269,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.140263,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.160541,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.180289,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.200397,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.220424,1,0,13.545648,-3.545648,-3.438881,-3.438881,0.000000,0.000000
0.240380,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.260541,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.280509,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.300390,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.320332,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.340243,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.360339,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.380268,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.400392,1,0,13.547216,-3.547216,-3.438843,-3.438843,0.000000,0.000000
0.420508,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.440310,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.460326,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.480306,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.500352,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.520222,1,0,13.465902,-3.465902,-3.246727,-3.246727,0.000000,0.000000
0.540174,1,0,13.465902,-3.465902,-3.246727,-3.246727,0.000000,0.000000
0.560529,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.580233,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.600530,1,0,13.542506,-3.542506,-3.438950,-3.438950,0.000000,0.000000
0.620202,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.640215,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.660239,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.680279,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.700181,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.720271,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.740901,1,0,13.465902,-3.465902,-3.246727,-3.246727,0.000000,0.000000
0.760501,1,0,13.465902,-3.465902,-3.246727,-3.246727,0.000000,0.000000
0.780266,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.800260,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.820293,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.840235,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.860249,1,0,13.465902,-3.465902,-3.246727,-3.246727,0.000000,0.000000
0.880315,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.900182,1,0,13.470464,-3.470464,-3.246384,-3.246384,0.000000,0.000000
0.920482,1,0,13.544080,-3.544080,-3.438904,-3.438904,0.000000,0.000000
0.940295,1,0,13.356051,-3.356051,-3.542641,-3.542641,0.000000,0.000000
0.960647,1,0,13.545648,-3.545648,-3.856911,-3.856911,0.000000,0.000000
0.980338,1,0,13.553480,-3.553480,-4.255302,-4.255302,0.000000,0.000000
1.000245,1,0,13.468267,-3.468267,-4.774460,-4.774460,0.000000,0.000000
1.020183,1,0,13.262226,-3.262226,-5.316895,-5.316895,0.000000,0.000000
1.040286,1,0,13.385033,-3.385033,-6.623825,-6.623825,0.000000,0.000000
1.060571,1,0,13.158905,-3.158905,-8.933510,-8.933510,0.000000,0.000000
1.080380,1,0,13.167789,-3.167789,-10.076187,-10.076187,0.000000,0.000000
1.100410,1,0,13.074309,-3.074309,-11.808907,-11.808907,0.000000,0.000000
1.120336,1,0,13.170005,-3.170005,-12.633980,-12.633980,0.000000,0.000000
1.141020,1,0,13.174186,-3.174186,-13.606834,-13.606834,0.000000,0.000000
1.161097,1,0,13.085707,-3.085707,-13.253578,-13.253578,0.000000,0.000000
1.180240,1,0,13.138047,-3.138047,-13.410446,-13.410446,0.000000,0.000000
